date,product_id,customer_id,units_sold,is_promotion,weekday,season,campaign_name,event,price_x,discount_applied,final_price,product_type,category,initial_stock,product_name,price_y,payment_method,cumulative_sales,remaining_stock,revenue,delivery_mode,is_returned,return_reason,rating,order_id
2025-05-01,40,506,5,0,Thursday,Printemps,,,52.32,0,52.32,niche,Vêtements,60,Quinze,52.32,Paypal,16,44,261.6,pickup,0,,4.8,640
2025-05-01,41,587,0,0,Thursday,Printemps,,,72.03,0,72.03,niche,Sport,33,Abri,72.03,Paypal,60,0,0.0,standard,0,,4.3,768
2025-05-01,42,565,11,0,Thursday,Printemps,,,975.58,0,975.58,bestseller,Électronique,133,Tuer,975.58,Carte bancaire,146,0,10731.380000000001,express,0,,5.0,727
2025-05-01,43,89,3,0,Thursday,Printemps,,,153.15,0,153.15,normal,Sport,134,Douceur,153.15,Carte cadeau,50,84,459.45000000000005,pickup,0,,3.7,1295
2025-05-01,44,735,1,0,Thursday,Printemps,,,99.3,0,99.3,normal,Vêtements,60,Bruit,99.3,Carte bancaire,37,23,99.3,express,0,,4.0,1040
2025-05-01,45,788,6,0,Thursday,Printemps,,,9.62,0,9.62,normal,Beauté,70,Vivre,9.62,Carte bancaire,70,0,57.72,standard,0,,3.7,1114
2025-05-01,46,76,1,0,Thursday,Printemps,,,595.36,0,595.36,niche,Électronique,35,Présent,595.36,Apple Pay,18,17,595.36,standard,1,produit non conforme,,1079
2025-05-01,47,658,3,0,Thursday,Printemps,,,26.54,0,26.54,bestseller,Beauté,122,Nombreux,26.54,Carte bancaire,50,72,79.62,express,0,,4.9,893
2025-05-01,48,697,2,0,Thursday,Printemps,,,4.5,0,4.5,normal,Alimentation,120,Donner,4.5,Carte bancaire,72,48,9.0,standard,0,,4.0,977
2025-05-01,49,900,13,0,Thursday,Printemps,,,289.85,0,289.85,bestseller,Électronique,109,Satisfaire,289.85,Apple Pay,111,0,3768.05,standard,0,,5.0,1315
2025-05-01,50,187,6,0,Thursday,Printemps,,,10.13,0,10.13,normal,Beauté,70,Ventre,10.13,Apple Pay,35,35,60.78,standard,0,,4.5,154
2025-05-02,1,933,3,0,Friday,Printemps,,,70.97,0,70.97,normal,Vêtements,58,Souvent,70.97,Carte bancaire,91,0,212.91,pickup,0,,3.8,1366
2025-05-02,2,531,5,0,Friday,Printemps,,,483.08,0,483.08,bestseller,Sport,151,Éprouver,483.08,Paypal,147,4,2415.4,pickup,0,,4.2,676
2025-05-02,3,166,18,0,Friday,Printemps,Influenceur A,,12.7,0,12.7,bestseller,Alimentation,162,Essayer,12.7,Apple Pay,140,22,228.6,express,0,,4.6,117
2025-05-02,4,231,4,0,Friday,Printemps,,,389.57,0,389.57,niche,Sport,24,Choix,389.57,Carte bancaire,11,13,1558.28,express,0,,5.0,218
2025-05-02,5,532,0,0,Friday,Printemps,,,24.6,0,24.6,niche,Beauté,56,Objet,24.6,Carte cadeau,13,43,0.0,standard,0,,4.7,678
2025-05-02,6,257,14,0,Friday,Printemps,,,141.51,0,141.51,bestseller,Sport,180,Paraître,141.51,Apple Pay,144,36,1981.1399999999999,pickup,0,,5.0,256
2025-05-02,7,565,8,0,Friday,Printemps,,,126.3,0,126.3,bestseller,Vêtements,187,Seul,126.3,Carte bancaire,104,83,1010.4,pickup,0,,4.3,728
2025-05-02,8,515,10,1,Friday,Printemps,,,314.98,1,299.23,niche,Électronique,23,Commencer,314.98,Carte bancaire,35,0,2992.3,standard,1,produit non conforme,,651
2025-05-02,9,595,1,0,Friday,Printemps,,,15.97,0,15.97,normal,Beauté,69,Enfin,15.97,Paypal,62,7,15.97,express,0,,3.3,782
2025-05-02,10,846,7,1,Friday,Printemps,,,30.64,1,26.04,normal,Beauté,69,Tout,30.64,Paypal,46,23,182.28,pickup,0,,5.0,1229
2025-05-02,11,786,10,1,Friday,Printemps,,,20.14,1,17.12,normal,Beauté,122,Souvent,20.14,Paypal,52,70,171.20000000000002,express,1,changement d'avis,,1112
2025-05-02,12,655,8,0,Friday,Printemps,,,43.29,0,43.29,normal,Beauté,88,Fier,43.29,Paypal,45,43,346.32,express,0,,4.4,877
2025-05-02,13,643,2,0,Friday,Printemps,,,78.26,0,78.26,normal,Vêtements,60,En,78.26,Carte bancaire,65,0,156.52,pickup,0,,3.4,863
2025-05-02,14,980,11,0,Friday,Printemps,,,16.16,0,16.16,normal,Alimentation,81,Attitude,16.16,Carte bancaire,111,0,177.76,standard,0,,5.0,1430
2025-05-02,15,825,0,0,Friday,Printemps,Influenceur A,,6.31,0,6.31,niche,Alimentation,27,Composer,6.31,Carte bancaire,30,0,0.0,pickup,0,,4.1,1193
2025-05-02,16,465,6,0,Friday,Printemps,,,353.58,0,353.58,niche,Sport,55,Intention,353.58,Carte bancaire,54,1,2121.48,standard,0,,4.5,575
2025-05-02,17,162,3,0,Friday,Printemps,,,11.56,0,11.56,normal,Alimentation,147,Rire,11.56,Carte bancaire,79,68,34.68,standard,0,,4.7,111
2025-05-02,18,476,20,0,Friday,Printemps,,,474.55,0,474.55,bestseller,Sport,153,Être,474.55,Paypal,110,43,9491.0,express,1,taille,,590
2025-05-02,19,148,1,0,Friday,Printemps,Influenceur A,,279.29,0,279.29,niche,Électronique,58,Valoir,279.29,Carte bancaire,15,43,279.29,express,0,,4.2,89
2025-05-02,20,327,8,0,Friday,Printemps,,,26.99,0,26.99,bestseller,Beauté,176,Sembler,26.99,Carte cadeau,63,113,215.92,express,0,,4.7,358
2025-05-02,21,134,12,0,Friday,Printemps,,,106.69,0,106.69,bestseller,Vêtements,179,Toile,106.69,Carte bancaire,95,84,1280.28,standard,0,,3.6,62
2025-05-02,22,109,10,0,Friday,Printemps,,,25.17,0,25.17,normal,Beauté,78,Naturel,25.17,Carte bancaire,73,5,251.70000000000002,pickup,0,,4.9,19
2025-05-02,23,126,8,0,Friday,Printemps,,,138.4,0,138.4,normal,Électronique,149,Nommer,138.4,Carte bancaire,91,58,1107.2,pickup,0,,3.6,50
2025-05-02,24,145,9,0,Friday,Printemps,,,66.62,0,66.62,bestseller,Vêtements,166,Réfléchir,66.62,Carte cadeau,87,79,599.58,standard,0,,4.3,86
2025-05-02,25,255,16,1,Friday,Printemps,,,52.87,1,47.58,normal,Vêtements,98,Révéler,52.87,Apple Pay,71,27,761.28,pickup,0,,5.0,250
2025-05-02,26,957,6,0,Friday,Printemps,,,190.82,0,190.82,bestseller,Sport,157,Maintenir,190.82,Carte bancaire,145,12,1144.92,express,0,,3.9,1396
2025-05-02,27,195,12,0,Friday,Printemps,,,270.15,0,270.15,normal,Sport,106,Boire,270.15,Paypal,57,49,3241.7999999999997,pickup,0,,3.6,172
2025-05-02,28,528,9,0,Friday,Printemps,,,49.85,0,49.85,bestseller,Beauté,138,Obéir,49.85,Apple Pay,71,67,448.65000000000003,pickup,0,,4.6,671
2025-05-02,29,316,13,0,Friday,Printemps,,,172.09,0,172.09,normal,Sport,125,Saison,172.09,Paypal,79,46,2237.17,pickup,0,,3.6,341
2025-05-02,30,990,20,1,Friday,Printemps,,,17.19,1,14.61,normal,Beauté,104,Tenir,17.19,Carte bancaire,64,40,292.2,pickup,0,,4.6,1447
2025-05-02,31,362,6,0,Friday,Printemps,Influenceur A,,5.38,0,5.38,normal,Alimentation,89,Soirée,5.38,Paypal,78,11,32.28,express,0,,3.5,405
2025-05-02,32,293,18,1,Friday,Printemps,,,54.18,1,48.76,normal,Vêtements,122,Autour,54.18,Apple Pay,49,73,877.68,pickup,0,,5.0,302
2025-05-02,33,442,22,0,Friday,Printemps,,,475.93,0,475.93,bestseller,Sport,179,Malgré,475.93,Paypal,127,52,10470.460000000001,standard,0,,3.9,536
2025-05-02,34,745,2,0,Friday,Printemps,,,36.82,0,36.82,normal,Vêtements,57,Époque,36.82,Carte bancaire,33,24,73.64,express,0,,4.1,1058
2025-05-02,35,375,9,0,Friday,Printemps,,,17.44,0,17.44,bestseller,Beauté,178,Oh,17.44,Paypal,65,113,156.96,pickup,0,,4.0,425
2025-05-02,36,584,0,0,Friday,Printemps,,,488.54,0,488.54,normal,Sport,144,Autour,488.54,Carte bancaire,69,75,0.0,express,0,,4.2,762
2025-05-02,37,396,27,1,Friday,Printemps,,,302.43,1,266.14,normal,Sport,62,Croire,302.43,Carte bancaire,98,0,7185.78,standard,0,,4.4,463
2025-05-02,38,564,12,0,Friday,Printemps,,,841.0,0,841.0,normal,Électronique,147,Voler,841.0,Carte bancaire,70,77,10092.0,pickup,0,,4.6,726
2025-05-02,39,639,0,0,Friday,Printemps,,,5.32,0,5.32,niche,Alimentation,33,Juste,5.32,Carte bancaire,30,3,0.0,pickup,0,,4.2,853
2025-05-02,40,132,7,0,Friday,Printemps,,,52.32,0,52.32,niche,Vêtements,60,Quinze,52.32,Paypal,23,37,366.24,pickup,0,,4.0,60
2025-05-02,41,814,0,0,Friday,Printemps,,,72.03,0,72.03,niche,Sport,33,Abri,72.03,Carte bancaire,60,0,0.0,express,0,,4.7,1168
2025-05-02,42,375,20,0,Friday,Printemps,,,975.58,0,975.58,bestseller,Électronique,133,Tuer,975.58,Paypal,166,0,19511.600000000002,express,0,,4.7,425
2025-05-02,43,47,9,1,Friday,Printemps,,,153.15,1,134.77,normal,Sport,134,Douceur,153.15,Carte bancaire,59,75,1212.93,express,0,,4.1,582
2025-05-02,44,532,18,1,Friday,Printemps,,,99.3,1,89.37,normal,Vêtements,60,Bruit,99.3,Carte bancaire,55,5,1608.66,pickup,0,,4.2,678
2025-05-02,45,336,6,0,Friday,Printemps,,,9.62,0,9.62,normal,Beauté,70,Vivre,9.62,Apple Pay,76,0,57.72,pickup,0,,3.6,375
2025-05-02,46,403,6,0,Friday,Printemps,Influenceur A,,595.36,0,595.36,niche,Électronique,35,Présent,595.36,Paypal,24,11,3572.16,pickup,0,,4.0,468
2025-05-02,47,307,13,0,Friday,Printemps,,,26.54,0,26.54,bestseller,Beauté,122,Nombreux,26.54,Carte bancaire,63,59,345.02,pickup,0,,4.1,327
2025-05-02,48,849,17,0,Friday,Printemps,,,4.5,0,4.5,normal,Alimentation,120,Donner,4.5,Apple Pay,89,31,76.5,pickup,0,,4.1,1233
2025-05-02,49,726,18,0,Friday,Printemps,,,289.85,0,289.85,bestseller,Électronique,109,Satisfaire,289.85,Apple Pay,129,0,5217.3,pickup,0,,4.0,1025
2025-05-02,50,836,8,0,Friday,Printemps,,,10.13,0,10.13,normal,Beauté,70,Ventre,10.13,Carte cadeau,43,27,81.04,express,1,changement d'avis,,1207
2025-05-03,1,690,0,0,Saturday,Printemps,,,70.97,0,70.97,normal,Vêtements,58,Souvent,70.97,Carte bancaire,91,0,0.0,standard,0,,4.1,961
2025-05-03,2,598,6,0,Saturday,Printemps,,,483.08,0,483.08,bestseller,Sport,151,Éprouver,483.08,Apple Pay,153,0,2898.48,pickup,1,changement d'avis,,785
2025-05-03,3,743,25,0,Saturday,Printemps,Influenceur A,,12.7,0,12.7,bestseller,Alimentation,162,Essayer,12.7,Carte bancaire,165,0,317.5,pickup,0,,4.2,1053
2025-05-03,4,612,9,0,Saturday,Printemps,,,389.57,0,389.57,niche,Sport,24,Choix,389.57,Apple Pay,20,4,3506.13,standard,0,,3.8,813
2025-05-03,5,672,6,0,Saturday,Printemps,,,24.6,0,24.6,niche,Beauté,56,Objet,24.6,Carte bancaire,19,37,147.60000000000002,express,0,,4.8,921
2025-05-03,6,739,28,0,Saturday,Printemps,,,141.51,0,141.51,bestseller,Sport,180,Paraître,141.51,Apple Pay,172,8,3962.2799999999997,express,0,,4.0,1045
2025-05-03,7,175,6,0,Saturday,Printemps,,,126.3,0,126.3,bestseller,Vêtements,187,Seul,126.3,Carte bancaire,110,77,757.8,express,0,,4.1,129
2025-05-03,8,635,4,0,Saturday,Printemps,,,314.98,0,314.98,niche,Électronique,23,Commencer,314.98,Carte bancaire,39,0,1259.92,express,0,,4.5,848
2025-05-03,9,33,7,0,Saturday,Printemps,,,15.97,0,15.97,normal,Beauté,69,Enfin,15.97,Carte bancaire,69,0,111.79,standard,0,,4.5,367
2025-05-03,10,113,12,0,Saturday,Printemps,,,30.64,0,30.64,normal,Beauté,69,Tout,30.64,Carte bancaire,58,11,367.68,pickup,0,,4.6,28
2025-05-03,11,156,21,1,Saturday,Printemps,,,20.14,1,17.12,normal,Beauté,122,Souvent,20.14,Paypal,73,49,359.52000000000004,standard,0,,4.0,100
2025-05-03,12,421,8,0,Saturday,Printemps,,,43.29,0,43.29,normal,Beauté,88,Fier,43.29,Carte cadeau,53,35,346.32,pickup,0,,4.5,500
2025-05-03,13,943,14,0,Saturday,Printemps,,,78.26,0,78.26,normal,Vêtements,60,En,78.26,Paypal,79,0,1095.64,standard,0,,4.2,1384
2025-05-03,14,754,14,0,Saturday,Printemps,,,16.16,0,16.16,normal,Alimentation,81,Attitude,16.16,Carte bancaire,125,0,226.24,standard,0,,3.6,1067
2025-05-03,15,532,10,0,Saturday,Printemps,Influenceur A,,6.31,0,6.31,niche,Alimentation,27,Composer,6.31,Paypal,40,0,63.099999999999994,express,0,,4.9,679
2025-05-03,16,679,1,0,Saturday,Printemps,,,353.58,0,353.58,niche,Sport,55,Intention,353.58,Carte bancaire,55,0,353.58,express,0,,4.0,939
2025-05-03,17,322,13,0,Saturday,Printemps,,,11.56,0,11.56,normal,Alimentation,147,Rire,11.56,Paypal,92,55,150.28,pickup,0,,4.7,348
2025-05-03,18,546,12,0,Saturday,Printemps,,,474.55,0,474.55,bestseller,Sport,153,Être,474.55,Carte bancaire,122,31,5694.6,express,0,,4.8,693
2025-05-03,19,693,3,0,Saturday,Printemps,Influenceur A,,279.29,0,279.29,niche,Électronique,58,Valoir,279.29,Carte bancaire,18,40,837.8700000000001,standard,0,,4.2,966
2025-05-03,20,710,17,0,Saturday,Printemps,,,26.99,0,26.99,bestseller,Beauté,176,Sembler,26.99,Apple Pay,80,96,458.83,standard,0,,4.7,1007
2025-05-03,21,197,12,0,Saturday,Printemps,,,106.69,0,106.69,bestseller,Vêtements,179,Toile,106.69,Carte bancaire,107,72,1280.28,express,0,,4.6,174
2025-05-03,22,306,4,0,Saturday,Printemps,,,25.17,0,25.17,normal,Beauté,78,Naturel,25.17,Carte bancaire,77,1,100.68,pickup,0,,3.8,325
2025-05-03,23,305,5,0,Saturday,Printemps,,,138.4,0,138.4,normal,Électronique,149,Nommer,138.4,Paypal,96,53,692.0,standard,0,,3.9,324
2025-05-03,24,707,15,0,Saturday,Printemps,,,66.62,0,66.62,bestseller,Vêtements,166,Réfléchir,66.62,Carte bancaire,102,64,999.3000000000001,pickup,0,,4.1,1002
2025-05-03,25,358,5,0,Saturday,Printemps,,,52.87,0,52.87,normal,Vêtements,98,Révéler,52.87,Carte bancaire,76,22,264.34999999999997,standard,0,,3.8,402
2025-05-03,26,815,27,0,Saturday,Printemps,,,190.82,0,190.82,bestseller,Sport,157,Maintenir,190.82,Apple Pay,172,0,5152.139999999999,standard,0,,3.9,1170
2025-05-03,27,588,10,0,Saturday,Printemps,,,270.15,0,270.15,normal,Sport,106,Boire,270.15,Carte bancaire,67,39,2701.5,express,0,,4.7,773
2025-05-03,28,918,19,0,Saturday,Printemps,,,49.85,0,49.85,bestseller,Beauté,138,Obéir,49.85,Paypal,90,48,947.15,standard,0,,5.0,1337
2025-05-03,29,978,14,0,Saturday,Printemps,,,172.09,0,172.09,normal,Sport,125,Saison,172.09,Paypal,93,32,2409.26,express,0,,3.8,1426
2025-05-03,30,295,0,0,Saturday,Printemps,,,17.19,0,17.19,normal,Beauté,104,Tenir,17.19,Carte bancaire,64,40,0.0,pickup,0,,4.3,305
2025-05-03,31,453,4,0,Saturday,Printemps,Influenceur A,,5.38,0,5.38,normal,Alimentation,89,Soirée,5.38,Carte bancaire,82,7,21.52,standard,0,,3.8,557
2025-05-03,32,220,10,0,Saturday,Printemps,,,54.18,0,54.18,normal,Vêtements,122,Autour,54.18,Carte bancaire,59,63,541.8,express,0,,4.5,201
2025-05-03,33,278,12,0,Saturday,Printemps,,,475.93,0,475.93,bestseller,Sport,179,Malgré,475.93,Paypal,139,40,5711.16,standard,0,,4.4,283
2025-05-03,34,141,14,0,Saturday,Printemps,,,36.82,0,36.82,normal,Vêtements,57,Époque,36.82,Paypal,47,10,515.48,express,0,,4.1,76
2025-05-03,35,601,8,0,Saturday,Printemps,,,17.44,0,17.44,bestseller,Beauté,178,Oh,17.44,Carte bancaire,73,105,139.52,pickup,0,,4.9,792
2025-05-03,36,686,6,0,Saturday,Printemps,,,488.54,0,488.54,normal,Sport,144,Autour,488.54,Paypal,75,69,2931.2400000000002,pickup,0,,4.2,948
2025-05-03,37,239,18,0,Saturday,Printemps,,,302.43,0,302.43,normal,Sport,62,Croire,302.43,Carte bancaire,116,0,5443.74,standard,0,,4.2,224
2025-05-03,38,103,25,1,Saturday,Printemps,,,841.0,1,798.95,normal,Électronique,147,Voler,841.0,Carte bancaire,95,52,19973.75,express,0,,4.5,13
2025-05-03,39,6,6,0,Saturday,Printemps,,,5.32,0,5.32,niche,Alimentation,33,Juste,5.32,Apple Pay,36,0,31.92,express,0,,4.4,787
2025-05-03,40,162,3,0,Saturday,Printemps,,,52.32,0,52.32,niche,Vêtements,60,Quinze,52.32,Carte cadeau,26,34,156.96,express,0,,4.7,112
2025-05-03,41,902,5,0,Saturday,Printemps,,,72.03,0,72.03,niche,Sport,33,Abri,72.03,Paypal,65,0,360.15,express,0,,3.5,1318
2025-05-03,42,205,18,0,Saturday,Printemps,,,975.58,0,975.58,bestseller,Électronique,133,Tuer,975.58,Carte cadeau,184,0,17560.440000000002,express,0,,5.0,185
2025-05-03,43,662,10,0,Saturday,Printemps,,,153.15,0,153.15,normal,Sport,134,Douceur,153.15,Apple Pay,69,65,1531.5,express,0,,4.2,900
2025-05-03,44,92,0,0,Saturday,Printemps,,,99.3,0,99.3,normal,Vêtements,60,Bruit,99.3,Apple Pay,55,5,0.0,standard,0,,3.8,1342
2025-05-03,45,757,11,0,Saturday,Printemps,,,9.62,0,9.62,normal,Beauté,70,Vivre,9.62,Paypal,87,0,105.82,pickup,0,,4.1,1073
2025-05-03,46,39,7,0,Saturday,Printemps,Influenceur A,,595.36,0,595.36,niche,Électronique,35,Présent,595.36,Carte bancaire,31,4,4167.52,standard,0,,4.6,451
2025-05-03,47,858,8,0,Saturday,Printemps,,,26.54,0,26.54,bestseller,Beauté,122,Nombreux,26.54,Carte cadeau,71,51,212.32,standard,0,,4.4,1248
2025-05-03,48,38,4,0,Saturday,Printemps,,,4.5,0,4.5,normal,Alimentation,120,Donner,4.5,Carte bancaire,93,27,18.0,pickup,0,,4.5,432
2025-05-03,49,191,18,0,Saturday,Printemps,,,289.85,0,289.85,bestseller,Électronique,109,Satisfaire,289.85,Apple Pay,147,0,5217.3,express,0,,3.8,161
2025-05-03,50,10,4,0,Saturday,Printemps,,,10.13,0,10.13,normal,Beauté,70,Ventre,10.13,Carte cadeau,47,23,40.52,express,0,,4.3,3
2025-05-04,1,110,7,0,Sunday,Printemps,,,70.97,0,70.97,normal,Vêtements,58,Souvent,70.97,Carte bancaire,98,0,496.78999999999996,standard,0,,4.5,20
2025-05-04,2,657,16,0,Sunday,Printemps,,,483.08,0,483.08,bestseller,Sport,151,Éprouver,483.08,Carte bancaire,169,0,7729.28,standard,1,défaut,,887
2025-05-04,3,911,25,0,Sunday,Printemps,Influenceur A,,12.7,0,12.7,bestseller,Alimentation,162,Essayer,12.7,Paypal,190,0,317.5,standard,0,,4.6,1328
2025-05-04,4,480,1,0,Sunday,Printemps,,,389.57,0,389.57,niche,Sport,24,Choix,389.57,Paypal,21,3,389.57,express,0,,5.0,598
2025-05-04,5,339,0,0,Sunday,Printemps,,,24.6,0,24.6,niche,Beauté,56,Objet,24.6,Carte bancaire,19,37,0.0,pickup,0,,3.9,379
2025-05-04,6,664,12,0,Sunday,Printemps,,,141.51,0,141.51,bestseller,Sport,180,Paraître,141.51,Carte bancaire,184,0,1698.12,standard,1,taille,,903
2025-05-04,7,15,10,0,Sunday,Printemps,,,126.3,0,126.3,bestseller,Vêtements,187,Seul,126.3,Paypal,120,67,1263.0,standard,0,,4.3,92
2025-05-04,8,303,8,0,Sunday,Printemps,,,314.98,0,314.98,niche,Électronique,23,Commencer,314.98,Carte bancaire,47,0,2519.84,pickup,1,défaut,,323
2025-05-04,9,198,9,0,Sunday,Printemps,,,15.97,0,15.97,normal,Beauté,69,Enfin,15.97,Carte bancaire,78,0,143.73000000000002,express,0,,5.0,175
2025-05-04,10,655,4,0,Sunday,Printemps,,,30.64,0,30.64,normal,Beauté,69,Tout,30.64,Carte bancaire,62,7,122.56,express,0,,3.7,878
2025-05-04,11,528,5,0,Sunday,Printemps,,,20.14,0,20.14,normal,Beauté,122,Souvent,20.14,Apple Pay,78,44,100.7,pickup,0,,3.7,672
2025-05-04,12,190,4,0,Sunday,Printemps,,,43.29,0,43.29,normal,Beauté,88,Fier,43.29,Paypal,57,31,173.16,pickup,0,,3.4,159
2025-05-04,13,959,2,0,Sunday,Printemps,,,78.26,0,78.26,normal,Vêtements,60,En,78.26,Paypal,81,0,156.52,express,0,,3.9,1398
2025-05-04,14,458,20,1,Sunday,Printemps,,,16.16,1,15.03,normal,Alimentation,81,Attitude,16.16,Paypal,145,0,300.59999999999997,pickup,0,,4.4,565
2025-05-04,15,310,3,0,Sunday,Printemps,Influenceur A,,6.31,0,6.31,niche,Alimentation,27,Composer,6.31,Paypal,43,0,18.93,express,0,,4.2,333
2025-05-04,16,12,6,0,Sunday,Printemps,,,353.58,0,353.58,niche,Sport,55,Intention,353.58,Carte bancaire,61,0,2121.48,pickup,0,,4.7,34
2025-05-04,17,710,5,0,Sunday,Printemps,,,11.56,0,11.56,normal,Alimentation,147,Rire,11.56,Carte cadeau,97,50,57.800000000000004,standard,0,,3.4,1008
2025-05-04,18,477,12,0,Sunday,Printemps,,,474.55,0,474.55,bestseller,Sport,153,Être,474.55,Carte bancaire,134,19,5694.6,pickup,0,,4.9,591
2025-05-04,19,655,13,1,Sunday,Printemps,Influenceur A,,279.29,1,265.33,niche,Électronique,58,Valoir,279.29,Paypal,31,27,3449.29,standard,0,,5.0,878
2025-05-04,20,227,8,0,Sunday,Printemps,,,26.99,0,26.99,bestseller,Beauté,176,Sembler,26.99,Carte cadeau,88,88,215.92,pickup,0,,4.7,210
2025-05-04,21,490,11,0,Sunday,Printemps,,,106.69,0,106.69,bestseller,Vêtements,179,Toile,106.69,Apple Pay,118,61,1173.59,express,0,,5.0,613
2025-05-04,22,621,4,0,Sunday,Printemps,,,25.17,0,25.17,normal,Beauté,78,Naturel,25.17,Paypal,81,0,100.68,express,0,,4.1,825
2025-05-04,23,563,9,0,Sunday,Printemps,,,138.4,0,138.4,normal,Électronique,149,Nommer,138.4,Carte bancaire,105,44,1245.6000000000001,express,0,,4.2,722
2025-05-04,24,822,14,0,Sunday,Printemps,,,66.62,0,66.62,bestseller,Vêtements,166,Réfléchir,66.62,Paypal,116,50,932.6800000000001,pickup,0,,4.2,1186
2025-05-04,25,697,6,0,Sunday,Printemps,,,52.87,0,52.87,normal,Vêtements,98,Révéler,52.87,Apple Pay,82,16,317.21999999999997,standard,1,taille,,978
2025-05-04,26,84,27,0,Sunday,Printemps,,,190.82,0,190.82,bestseller,Sport,157,Maintenir,190.82,Carte bancaire,199,0,5152.139999999999,express,1,défaut,,1213
2025-05-04,27,721,15,0,Sunday,Printemps,,,270.15,0,270.15,normal,Sport,106,Boire,270.15,Carte bancaire,82,24,4052.2499999999995,pickup,0,,4.2,1021
2025-05-04,28,64,12,0,Sunday,Printemps,,,49.85,0,49.85,bestseller,Beauté,138,Obéir,49.85,Carte bancaire,102,36,598.2,express,0,,4.7,856
2025-05-04,29,208,16,0,Sunday,Printemps,,,172.09,0,172.09,normal,Sport,125,Saison,172.09,Carte bancaire,109,16,2753.44,express,0,,3.7,191
2025-05-04,30,169,8,0,Sunday,Printemps,,,17.19,0,17.19,normal,Beauté,104,Tenir,17.19,Apple Pay,72,32,137.52,pickup,0,,4.0,118
2025-05-04,31,453,10,0,Sunday,Printemps,Influenceur A,,5.38,0,5.38,normal,Alimentation,89,Soirée,5.38,Apple Pay,92,0,53.8,pickup,0,,4.0,558
2025-05-04,32,735,2,0,Sunday,Printemps,,,54.18,0,54.18,normal,Vêtements,122,Autour,54.18,Carte bancaire,61,61,108.36,pickup,0,,4.7,1041
2025-05-04,33,921,25,0,Sunday,Printemps,,,475.93,0,475.93,bestseller,Sport,179,Malgré,475.93,Carte bancaire,164,15,11898.25,standard,0,,4.2,1347
2025-05-04,34,57,8,0,Sunday,Printemps,,,36.82,0,36.82,normal,Vêtements,57,Époque,36.82,Carte bancaire,55,2,294.56,pickup,0,,4.4,740
2025-05-04,35,578,33,1,Sunday,Printemps,,,17.44,1,14.82,bestseller,Beauté,178,Oh,17.44,Carte bancaire,106,72,489.06,express,0,,4.6,755
2025-05-04,36,689,2,0,Sunday,Printemps,,,488.54,0,488.54,normal,Sport,144,Autour,488.54,Carte bancaire,77,67,977.08,pickup,0,,4.0,955
2025-05-04,37,406,5,0,Sunday,Printemps,,,302.43,0,302.43,normal,Sport,62,Croire,302.43,Carte bancaire,121,0,1512.15,pickup,0,,4.0,473
2025-05-04,38,764,7,0,Sunday,Printemps,,,841.0,0,841.0,normal,Électronique,147,Voler,841.0,Carte bancaire,102,45,5887.0,standard,0,,3.7,1088
2025-05-04,39,47,2,0,Sunday,Printemps,,,5.32,0,5.32,niche,Alimentation,33,Juste,5.32,Paypal,38,0,10.64,express,0,,4.8,583
2025-05-04,40,66,4,0,Sunday,Printemps,,,52.32,0,52.32,niche,Vêtements,60,Quinze,52.32,Carte bancaire,30,30,209.28,standard,0,,5.0,898
2025-05-04,41,958,6,0,Sunday,Printemps,,,72.03,0,72.03,niche,Sport,33,Abri,72.03,Apple Pay,71,0,432.18,express,0,,4.1,1397
2025-05-04,42,484,10,0,Sunday,Printemps,,,975.58,0,975.58,bestseller,Électronique,133,Tuer,975.58,Carte bancaire,194,0,9755.800000000001,standard,0,,4.2,606
2025-05-04,43,185,0,0,Sunday,Printemps,,,153.15,0,153.15,normal,Sport,134,Douceur,153.15,Apple Pay,69,65,0.0,standard,0,,3.9,149
2025-05-04,44,747,0,0,Sunday,Printemps,,,99.3,0,99.3,normal,Vêtements,60,Bruit,99.3,Carte bancaire,55,5,0.0,pickup,0,,3.8,1061
2025-05-04,45,913,9,0,Sunday,Printemps,,,9.62,0,9.62,normal,Beauté,70,Vivre,9.62,Apple Pay,96,0,86.58,express,1,changement d'avis,,1330
2025-05-04,46,940,12,0,Sunday,Printemps,Influenceur A,,595.36,0,595.36,niche,Électronique,35,Présent,595.36,Paypal,43,0,7144.32,pickup,0,,5.0,1378
2025-05-04,47,700,12,0,Sunday,Printemps,,,26.54,0,26.54,bestseller,Beauté,122,Nombreux,26.54,Carte cadeau,83,39,318.48,express,0,,5.0,983
2025-05-04,48,183,24,1,Sunday,Printemps,,,4.5,1,4.18,normal,Alimentation,120,Donner,4.5,Apple Pay,117,3,100.32,express,0,,4.3,144
2025-05-04,49,131,19,0,Sunday,Printemps,,,289.85,0,289.85,bestseller,Électronique,109,Satisfaire,289.85,Carte cadeau,166,0,5507.150000000001,pickup,0,,5.0,58
2025-05-04,50,775,4,0,Sunday,Printemps,,,10.13,0,10.13,normal,Beauté,70,Ventre,10.13,Carte bancaire,51,19,40.52,pickup,1,changement d'avis,,1098
2025-05-05,1,475,0,0,Monday,Printemps,,,70.97,0,70.97,normal,Vêtements,58,Souvent,70.97,Carte bancaire,98,0,0.0,standard,0,,4.4,586
2025-05-05,2,435,17,0,Monday,Printemps,,,483.08,0,483.08,bestseller,Sport,151,Éprouver,483.08,Carte cadeau,186,0,8212.36,express,0,,4.8,524
